Id,SpotId,UserId,UserName,Stars,Goods,Year,Month,Day,Hour,Minute,Second,CommentData,PhotoUrl1,PhotoUrl2,PhotoUrl3
307,154,-1,"从此要改名字叫做123",2,1,2016,7,12,6,3,14,"位置在于溪涌那边，以前去过背仔角徒步，所以知道这里是小梅沙还要往东走，可是没到东西冲杨梅坑那么远，就在溪涌再往东走一点点的景区。说真的，真的景区的可观性真的不大。我是来拍婚照的，首先说说拍婚照化妆换衣的地方，脏乱差，外面拍照的地方也一般，全靠后期处理。其次我不太明白，作为一个收费景区，虽然没有大梅沙人多，可是也不少了，这里是很多人来拍婚照的点，作为一个游玩的地方，各处拍照的人真的好烦的。。看个景也得被拍照的人霸占。。","http://qcloud.dpfile.com/pc/BZyHKMlIn5BP4zv6IADGspQWT5kg-mbwn2pSOIwaWEkzf8md2GU5_ldYI5vqQGtu.jpg","http://qcloud.dpfile.com/pc/rqa2tEgA1yi78vnsP1JUCKse2hBx6S9TKXUZZwVsnvkzrGFfovg60ygJnDjamzQU.jpg","http://qcloud.dpfile.com/pc/5FAXeGe1mBEE5tpgHGDffoN_9le2XyKshRC8O7GEUIFKtgeTifvyIr5qenVUs-8M.jpg"
308,154,-1,"songcyan",5,1,2016,5,17,12,17,12,"带父母和孩子来的玫瑰海岸，因为深圳比较出名的大小梅沙和南澳这些地方人都比较多，海水也是特别干净，想找一个人少又能体验海的地方，于是就在APP上反复寻找有没有比较干净而人少的海滩，毕竟父母第一次来深圳也是第一次看大海！在APP上看很多人评价玫瑰海岸不是很大，而且还收费。正因为收费我们才决定前往，人少、水质好，正适合一家人在海边玩玩水、吹吹风、吃点东西！交通：玫瑰海岸的交通不是很方便，也有公交车估计是需要来回倒的，这估计也是此海滩游客比较少的原因。有车族可以一去，也可以坐车到大梅沙然后再叫滴滴之类的，鱼和熊掌肯定是不能兼得！服务：我们一行8个人，6大人2孩子！大人的票是在点评上订的，小孩子可以半票直接在窗口买的就可以了！要吐槽的是，深圳很多景点65岁的老人只要有身份证就可以半价，可是玫瑰海岸是不行的，门口检票的工作人员说，他们不执行这个，要么是成人票要么就是儿童票或者学生票！其实只是问问不行就算了，工作人员的态度比较傲慢，本来优惠了也是十来元的事，好好说我们这里没执行就可以了嘛，干嘛那牛气冲天的样子，但旁边的另一小妹就非常和气，其实我也没说什么，只是问了一下而已！环境：虽然说玫瑰海岸沙滩不是很大，但是胜在水质好，里面也有小朋友玩的地方，还有欧洲风的建筑很不错的，里面种的花花草草也很漂亮。父母沿着石头礁石寻海洋生物也是乐的心里开花了，坐在沙滩上和孩子们堆城堡，打扰的人也不是特别多，真心不错！","http://qcloud.dpfile.com/pc/zNCitBENiSMNihfdH88FFYvDKD_RM1wES49i01gljZDJUnO9iiwE7qh2R1HlLkY7.jpg","http://qcloud.dpfile.com/pc/4fvYI50dDlzIR8KtGh5jJXPf5xrFE6tI7CHXmYh05XeWnKuLdnD6M2uk6nzsOz-G.jpg","http://qcloud.dpfile.com/pc/drR4qH5SqHJcZhH6Zj4WWkImc8uHple-F11oQwSQxe5hg1o1eTNC1g57yyK55gcK.jpg"
309,155,-1,"QXiang-",3,2,2017,5,26,12,4,18,"和男朋友一起去了这里露营这边进去每个人是30块的门票费如果自带帐篷还要交30的场地费我们搭帐篷的地方因为有山所以看不到日出开始我们决定的是去西涌可是那天出门太晚了到玫瑰海岸的时候都七点半快八点了如果去西涌的话估计要很晚所以我们到这边来这边最不喜欢的地方就是沙子沙子很粗糙里面很多石子和垃圾光脚才上去如果不小心可能会划伤还有海边也是很多垃圾近沙滩的海水很脏都是黄色的而且有一股味道不过这边都是拍婚纱照的地方有个小教堂后边还有很大我们都没去主要是来露营的所以住一晚就回去了下次露营应该会去西涌感受一下大规模的露营比较好","http://qcloud.dpfile.com/pc/wd3j5RPIw7hI_WZFactvdIAjY8sLYKaE_zQfvZPLPhvZgTOCEAbs6yyqt0fE90ub.jpg","http://qcloud.dpfile.com/pc/b3qhV-S8nKYKTBfHAZGlziSPcDqVUqzNI7JuLeGMod8c-5nfL1sdmwJQnFMfYTwK.jpg","http://qcloud.dpfile.com/pc/mJLTuR-mb1epitDfBx9ztTsRcfyH29PfcaK6D9DysS9jxsmw7dJqry6yAaHzboEO.jpg"
310,155,-1,"七彩云1868",4,0,2016,8,29,13,1,17,"昨天回的太晚，没评，今天补上昨下午去的，风大浪也大，第一次下海，满心期待，却因浪大，一下去又把人给冲上来了，反复试了几次，罢了，坐在边上玩沙子风景很美，蓝天白云，水也干净，海风凉爽，人也不像大梅沙那里多，比较清净，不玩水可以坐在海边的石头上，望着远方发呆也是一件美事此地拍婚纱照很美，昨天遇到好多对新人拍照，那是她们最美的一天呢不过洗澡得自付15元，里面除了有个水龙头，其它啥都没有，不满意其它都好，下次有空还会再去","http://qcloud.dpfile.com/pc/DZl9mXDq_vgsLeMYpyrJ8CXthFtRHaZeGViZF9r2ih4lJ1xgjL1vjTKEFAXzhDya.jpg","http://qcloud.dpfile.com/pc/dd8m2hzQIvi6HQHsPUyjDMFvpTy4bMnWhumtVkT66KafZONjk3iYB-FH-SawOvaN.jpg","http://qcloud.dpfile.com/pc/V-YWxnJgMjGZlpSXdPKKOdJ2X5nWq4-pXpDPd_ZvMq99tpsHIZyWQKV4qiBueDSS.jpg"
311,156,-1,"大哥我们今天砍谁",3,0,2016,3,14,8,22,11,"一个收费进入的拍摄地，婚纱照的流水线即视感，有马，有教堂，有海，有各种人工打造的拍照布景。游客也不少，海水颜色还可以，比大梅沙好看些。天气好的话拍照好看，天气不好就要靠技术了。就是地铁换乘两趟公交，有点远。","http://qcloud.dpfile.com/pc/xET8_A4MZkiOdFvQ2EzBXsEA3nZtWf1BJ640NKZRD8_dEiIQQMrIsGEjAV1-eRD0.jpg","http://qcloud.dpfile.com/pc/zgumcvgZmHALLp4jtpMDTptY4sOojJJxU4wwMksffktFGxLZhpHEOvAR0JRyVnRO.jpg","http://qcloud.dpfile.com/pc/jXXy_qoizi9zSYgIY_DUCSvuwFtfNGKct3G5URVfdN1pQdd5cMy35gB4qkAi2Fej.jpg"
312,156,-1,"花不笑笑",4,0,2016,8,30,6,25,26,"真的是难得在节假日找到人这么少的海边，坐在海边栈道吹海风，简直不能更棒。不需要提前预约，到了直接买票进去就行，门票30一个人。有一家餐厅，大排档的样子，不过没在那里吃饭。玩耍的时候碰到大概七八对新人拍照，果真是个婚纱摄影基地，一切设施也是围绕这个主题建立的，小型园林，小型教堂。","http://qcloud.dpfile.com/pc/oEKExlp90SjtXSCCrymIYF3iFDptHjSkjuyGuyM8YKO2o5Go9rWpD41A2pfBBgOo.jpg","http://qcloud.dpfile.com/pc/U-3ekK6nPKpssbPq_0Gp74cjyiXvtb-KxRhB5wI5PACAGx8yumYypWVVs6WJEEJO.jpg","http://qcloud.dpfile.com/pc/NzLNSEXxRX9Y43LaLFNsgoxF_Q-U5RMsvkHHhCmC8pi41SPeYKv6W7JiHhOlxxF2.jpg"
313,157,-1,"没有蜡_6765",5,0,2017,5,22,14,51,39,"这个是和同学一起去的，总体来说交通也还蛮方便的啦，坐一趟车就到了，沿路都是海岸，一片大海的感觉真的感觉很好，门票的话30还是25，我记不太清了，一进去就会被大海的感觉给震慑到，风景很不错的，果然还是人造的比较好，一路上可以看到很多拍婚纱照的人，感觉好幸福啊","http://qcloud.dpfile.com/pc/2Qnxl3mS0rAV6xgk0_LIAiGXNq4qE-z8oPnWx9eeo65fa4bv9PksHqVDMc59oPTX.jpg","",""
314,157,-1,"无敌的卤蛋",1,0,2017,8,20,17,25,54,"差评！团购了门票，本来想进去给爸妈拍婚纱纪念照，结果不让进，只让照相机进去，不让带服装道具。因为时间关系最后还是交了近4百元拍照费。我之前就是认真的看了大众文字，里面根本没提到这一条。不愉快的一次体验。有这么一出为何不把细节写清楚呢？","http://qcloud.dpfile.com/pc/2Qnxl3mS0rAV6xgk0_LIAiGXNq4qE-z8oPnWx9eeo65fa4bv9PksHqVDMc59oPTX.jpg","http://qcloud.dpfile.com/pc/9EAmokGPrygkpId0yei-ysyNWF5AUr4aaxRHOnq3Kt_ji2Pu1EuUZJhHTlYxchOc.jpg","http://qcloud.dpfile.com/pc/IMkWqtzb98Ni2_51e_xXBwxpco1irtMc09wdDVUnP_PdEiIQQMrIsGEjAV1-eRD0.jpg"
315,158,-1,"Sean_5514",1,0,2016,6,2,16,33,11,"什么破沙滩啊工作人员态度超级无敌恶劣特别是寄存行李的那个啊姨还有本来想买一瓶矿泉水的店员说不买了她店长不给卖我还头一次看到有生意不做的什么破店长这种人也有资格当店长，原本好好的心情过来深圳玩的全都被她们破坏了气死我了。没有下次了超不愉快的旅行。","http://qcloud.dpfile.com/pc/tLpzSu0wZgWZjelXolCvlix7T_11KAYe0oKyrzE0xujdEiIQQMrIsGEjAV1-eRD0.jpg","http://qcloud.dpfile.com/pc/HMi3MTASyKcyh1GZkmS0gxiO9d5PfylWqHOgcTnyZR2AGx8yumYypWVVs6WJEEJO.jpg",""
316,158,-1,"li2s？？",5,0,2016,9,15,7,34,48,"阳光,海边,沙滩,和想象中一样的很好门票也不贵,里面也是随便玩买东西的也挺多的，不过介意去的人提前准备好游泳衣因为里面的游泳衣不是一般的难看,还有就是坐那个游艇有点贼贵贼贵的还就几分钟的事。环境还是超级赞👍","http://qcloud.dpfile.com/pc/Xk754bRT9oLl-_z81lz8QDYHl_dfPj3h6gNnHbHcQL8cCn7Ec664fRMxRXvb7zpK.jpg","http://qcloud.dpfile.com/pc/MXmD3pDhg-XLg8PBpY90o5-NR18S6icssD_QQWmQLaX3NvJ8oU44PtejIdgdI7qY.jpg","http://qcloud.dpfile.com/pc/teG9zNZbDFFhOyQrxQEv3EE1Fw4YzrGWb-sEu5EOYDFFGxLZhpHEOvAR0JRyVnRO.jpg"
317,159,-1,"选择和放弃我都支持....",5,2,2017,4,1,12,16,39,"玫瑰海岸在溪涌附近，海水很干净、光着脚走在沙滩上晒着太阳、超级享受蓝天白云的气息、还有很多很多的有情终成眷属的人在这里拍一生的宝贵留念，美极了，里面还有新鲜美味的生猛海鲜，值得经常过来玩玩、空气不是一般的好...","http://qcloud.dpfile.com/pc/Z77WU_6r_6wreVFqYVikjMPW1sXjt1pisDQj8PgjmJUfW9yuq8HdtwklG3Od0h_W.jpg","http://qcloud.dpfile.com/pc/whw2cjn2CHAhqAAv4tF3cIKZf7kF0hTR_1GTLpEi7gZG6wZ6NHJAa5YBgmMlCVle.jpg","http://qcloud.dpfile.com/pc/e9s7eTQDiLjahjLzgSy-t3Y5tC2We5nH27mZ2WaZtzYUgihwrhEqYvXAB6XaJxyx.jpg"
318,159,-1,"昵称好抢手",4,2,2016,7,29,12,52,40,"总体来说还是可以的，门票30每人，深圳的海和沙滩🏖我都比较喜欢，不过还是西冲的更好，这里很多新人在这里拍照，摄影师好辛苦，哈哈，风景很不错，还有专业的救生员，就是有一边的沙子比较粗，扎的脚痛，不过另外一边还是很好的。","http://qcloud.dpfile.com/pc/ns4LdlKS7kAr3MxMnUj6BzoptUieEi7d0E_Y4pulibZ20T4IXqzDgSaDHOP77o0d.jpg","http://qcloud.dpfile.com/pc/a2t6oWOx9GNFOGM3fOXrv1hvAMI2x6mDF_m34hHqSanhR6ODm8MkBoLTpa3dZbr4.jpg","http://qcloud.dpfile.com/pc/J-8X1ggvJiSklMp0GNOZ6qBqq4Mrk14XEFJhMNmnyVgmmJijn03Yv9780oihqD-v.jpg"
319,160,-1,"一支红杏出墙来",5,1,2017,11,22,10,43,23,"在葵涌，坐公车到玫瑰海岸站下。中途需要转车。除了路途有点遥远之外，玫瑰海岸的风景还是很不错的。没有小梅沙和大梅沙人多的喧闹。三三两两的人群在享受天伦之乐。傍晚坐在沙滩上吹海风，聊聊天，感觉非常惬意自在。","http://qcloud.dpfile.com/pc/cNwFFSzbGEkwwgZeJRG8d6qkhyzBPvMiQ89D6II4WBl9tpsHIZyWQKV4qiBueDSS.jpg","http://qcloud.dpfile.com/pc/MLuYmlPY0vOZ3NSrTp1ykqLEzKxTdBzIMFcz4cDkHlOUdM3I4zJS6QuLISCAJz4Z.jpg","http://qcloud.dpfile.com/pc/2jNZC0InllY1LNXPyxdrJQ0u-NhJfpB80e4fDMTlj5gldEMy73SqFICwoE_uvS4C.jpg"
320,160,-1,"希望之星_8185",5,2,2017,10,25,14,49,52,"很不错的地方，是拍婚纱照的地方，水比小梅沙干净，还有小螃蟹，风景不错，很大的🌊，里面有小吃的，里面的东西也不是很贵，有很多的玫瑰花，情侣约会可以去那个地方，很适合看风景，蓝蓝的天空，太阳下山还可以看到晚霞…………","http://qcloud.dpfile.com/pc/rzDis_doSKhBV0Qe49ABCuv310SEq6mxa8Lkkye18T7xl9QDqkzI64pL3nZl8ns3.jpg","http://qcloud.dpfile.com/pc/KGeRaq8Z48QsJO4zB1qtoIkbSQH69o2Wksw0mU1K-odfa4bv9PksHqVDMc59oPTX.jpg","http://qcloud.dpfile.com/pc/pSI_z09ZG-2O0obhobWSJUfr5OMpRtqhkJiCM_Ya2JXu3LsQ4-Nv3B7wgjhyXxWW.jpg"
321,161,-1,"一abc甜甜",5,1,2016,6,2,18,34,43,"去的那次天气很好，蓝天白云，所以拍照也特别好看，就是太热太晒了、里面好多人是拍婚纱照的，景色也漂亮，游客门票25可以玩上一天，挺划算，水也比大梅沙干净的多，休息去逛逛海边散散心，挺不错的选择！以后拍婚纱照也可以考虑来这里，哈哈哈","http://qcloud.dpfile.com/pc/Q0y3mcwptNL0Fl4hDlTUiivsSWYpUWEUtBYxoCauHi2xUUowbivdOPaZ5jpRbi-v.jpg","http://qcloud.dpfile.com/pc/s5Z8i3PzQ46Bf1HjwqeT5UBjqgDKG_2U8vOyysvkEl3UfpjA64H3mteqvuHC2-cu.jpg","http://qcloud.dpfile.com/pc/IDuRgpdRg2Wk7Cbcfu8J2OGGCHsHv-bwep3gMfU0TuS9dJjHEcJyrp7is-FhPCIJ.jpg"
322,161,-1,"_158235",5,1,2017,6,24,20,44,34,"玫瑰海岸很不错是个拍婚纱照的好地方。风景也很美，海边沙滩也很不错哦……","http://qcloud.dpfile.com/pc/9evsNqmpDGNEdMVuAKYPp5KRFfpg1dwgjjdA-UZtoLgefNMXoIOFA7twNamyH-da.jpg","",""
323,162,-1,"萍安_3228",5,0,2017,5,12,21,30,52,"感觉吧海边都差不多就拍婚纱照的呀那个多的","http://qcloud.dpfile.com/pc/9evsNqmpDGNEdMVuAKYPp5KRFfpg1dwgjjdA-UZtoLgefNMXoIOFA7twNamyH-da.jpg","",""
324,162,-1,"厝边x头尾",5,0,2017,11,18,12,7,41,"环境不错，很多拍照的风景，海水很清","http://qcloud.dpfile.com/pc/9evsNqmpDGNEdMVuAKYPp5KRFfpg1dwgjjdA-UZtoLgefNMXoIOFA7twNamyH-da.jpg","",""
325,163,-1,"huawen42",5,0,2016,3,29,7,29,46,"这里的海很干净，婚纱拍摄一对接着一对，让人感觉青春的地方","http://qcloud.dpfile.com/pc/9evsNqmpDGNEdMVuAKYPp5KRFfpg1dwgjjdA-UZtoLgefNMXoIOFA7twNamyH-da.jpg","",""
326,163,-1,"陳少_2018",4,0,2017,4,14,8,17,46,"风景非常非常没，下次带上女朋友一起去，去拍婚纱照😘😘😘","http://qcloud.dpfile.com/pc/9evsNqmpDGNEdMVuAKYPp5KRFfpg1dwgjjdA-UZtoLgefNMXoIOFA7twNamyH-da.jpg","",""
327,164,-1,"Oo晴天oO。",4,0,2017,5,30,9,29,27,"还可以吧，游客好像不多都是拍婚纱的","http://qcloud.dpfile.com/pc/9evsNqmpDGNEdMVuAKYPp5KRFfpg1dwgjjdA-UZtoLgefNMXoIOFA7twNamyH-da.jpg","",""
328,164,-1,"christinaztt",3,0,2017,8,4,8,40,23,"适合拍婚纱照，但收门票有点坑，不如去开放性海域自己玩，不拍照不建议去","http://qcloud.dpfile.com/pc/9evsNqmpDGNEdMVuAKYPp5KRFfpg1dwgjjdA-UZtoLgefNMXoIOFA7twNamyH-da.jpg","",""
329,165,-1,"装饰&幕墙--设计施工",5,0,2016,8,9,20,35,55,"值得去，环境优美，最适合情侣一起去看看","http://qcloud.dpfile.com/pc/9evsNqmpDGNEdMVuAKYPp5KRFfpg1dwgjjdA-UZtoLgefNMXoIOFA7twNamyH-da.jpg","",""
330,165,-1,"dpuser_24069550694",2,0,2016,9,11,11,22,22,"环境一般，车位紧张不好停车，收费不合理，配套也差，真不如较场尾，西涌","http://qcloud.dpfile.com/pc/9evsNqmpDGNEdMVuAKYPp5KRFfpg1dwgjjdA-UZtoLgefNMXoIOFA7twNamyH-da.jpg","",""
331,166,-1,"文艳18676687388",5,0,2017,10,29,6,56,29,"海水好，无污染，风景好极了…⋯","http://qcloud.dpfile.com/pc/9evsNqmpDGNEdMVuAKYPp5KRFfpg1dwgjjdA-UZtoLgefNMXoIOFA7twNamyH-da.jpg","http://qcloud.dpfile.com/pc/WVtZCYqV34O_i0CRbG6yLHeLp4I2PZIO_oP4EKpmVSD9NyXxey50qh5DAqAg-OWr.jpg",""
332,166,-1,"8956苹果",5,0,2016,6,3,15,25,5,"不错，人不是太多，里面有很多拍婚纱照的，景色宜人","http://qcloud.dpfile.com/pc/p-KmUG3v7yGh1gbqXM_IX6q5KWwGSO7DlvH0kZ42noW3RKqGfdUNEhtcL1K7jotx.jpg","",""
333,167,-1,"dpuser_97029140985",4,0,2017,9,12,8,31,28,"晒得跟非洲人一样，周边住宿不方便","http://qcloud.dpfile.com/pc/p-KmUG3v7yGh1gbqXM_IX6q5KWwGSO7DlvH0kZ42noW3RKqGfdUNEhtcL1K7jotx.jpg","",""
334,167,-1,"挑吃的小胖",5,0,2017,4,16,15,7,50,"来深圳一定要去这里，比美人鱼的风光更美！","http://qcloud.dpfile.com/pc/p-KmUG3v7yGh1gbqXM_IX6q5KWwGSO7DlvH0kZ42noW3RKqGfdUNEhtcL1K7jotx.jpg","",""
335,168,-1,"Andy_576047",4,0,2016,1,21,14,52,32,"环境一般！没有完全开放！进去要收30元门票","http://qcloud.dpfile.com/pc/p-KmUG3v7yGh1gbqXM_IX6q5KWwGSO7DlvH0kZ42noW3RKqGfdUNEhtcL1K7jotx.jpg","",""
336,168,-1,"我没忙了_",3,0,2016,3,2,15,29,40,"周末不是一般的多人，里面都变停车场了","http://qcloud.dpfile.com/pc/p-KmUG3v7yGh1gbqXM_IX6q5KWwGSO7DlvH0kZ42noW3RKqGfdUNEhtcL1K7jotx.jpg","http://qcloud.dpfile.com/pc/FyAkKAlZyk7NUF0S4UM_oNBELAE9eBqf79Df67WN2HFhg1o1eTNC1g57yyK55gcK.jpg","http://qcloud.dpfile.com/pc/B7-ykMEZL8OhFT5JIMc_66RtQc5xZU0Ld_CSuQMXX3UJU2F1L9gW7fLzn2l-RFkr.jpg"
337,169,-1,"@娇娇@加油",5,1,2017,10,22,16,3,11,"深圳这个玫瑰海岸已经去了好多次了，景色非常的美好，就是这几天去，没有什么鲜花了，应该是深圳下雨的天气原因吧！就是去海边太热了，晒得要命，一回来就黑了，哎！估计又要好几天才好去了，真的是累呀！不过还挺好玩的","http://qcloud.dpfile.com/pc/FYXamzu6uPWL5BVl7Rv2slzqD0D2Bl_7jgN9SNHJzeKp7mJaAWPJiXqQaC6c26I9.jpg","http://qcloud.dpfile.com/pc/BpNK6bajkg4-4Yka3pH81uiZp1yhy1HgK0XQiRBnr5Pji2Pu1EuUZJhHTlYxchOc.jpg","http://qcloud.dpfile.com/pc/RL0ol55Sr-YVMlpBzH1Ca9QLPgnhXWmPcWMSlnHjytnFNJPL8W5Lo_XuvU8zCTKn.jpg"
338,169,-1,"dpuser_7968521309",5,1,2016,6,7,9,2,53,"适合拍婚纱照的地方！海水蓝绿色，有游艇，有钓鱼者，还可以游泳！沙子很细，值得一去！","http://qcloud.dpfile.com/pc/sMv9cHp41uVLtQod9G_yOOcBCyrmc9OgoN8O_tOR7oAlJ1xgjL1vjTKEFAXzhDya.jpg","",""
339,170,-1,"半支烟浪子",5,1,2017,2,6,20,48,7,"位置有点偏，只不过去那拍婚纱照是最好的选择，水很清，就是有点咸，里面还有教堂，婚纱照拍出来真的好美","http://qcloud.dpfile.com/pc/sMv9cHp41uVLtQod9G_yOOcBCyrmc9OgoN8O_tOR7oAlJ1xgjL1vjTKEFAXzhDya.jpg","http://qcloud.dpfile.com/pc/7b6vnxxEaUtA2wpfPDMwIvL-kaG0ApUv-8J1h4F3vxNRsGjstAxTD1rqGoNNNKKW.jpg","http://qcloud.dpfile.com/pc/mOLPE92nBnIDICNXtl5CUCH_kFyN19XsQyCAdXsTGespOuf3fds9lIbr0h0EkeJ-.jpg"
340,170,-1,"阿信0724",3,1,2017,3,22,7,33,52,"可以！这个地方是个浪漫的地方！","http://qcloud.dpfile.com/pc/UD8TAqf5raVDMcOxjLb04ymL6MFHRMB1UAIwYFXjFkZxrYbjGD1_UVwlLEeHjqkM.jpg","",""
341,171,-1,"QQ仔8",5,3,2017,8,19,14,12,13,"去过好多次，老板人，对我们安排很好，靠海边，可以去海边玩，带女朋友去逛，肯定很好","http://qcloud.dpfile.com/pc/UD8TAqf5raVDMcOxjLb04ymL6MFHRMB1UAIwYFXjFkZxrYbjGD1_UVwlLEeHjqkM.jpg","",""
342,171,-1,"烈幻",1,1,2016,4,7,17,38,42,"这个地方非常美丽风景很好空气清新","http://qcloud.dpfile.com/pc/UD8TAqf5raVDMcOxjLb04ymL6MFHRMB1UAIwYFXjFkZxrYbjGD1_UVwlLEeHjqkM.jpg","",""
343,172,-1,"深海里的鱼58",4,4,2017,12,7,11,17,41,"门票不贵，风景很好，好多的人拍婚纱优选之地","http://qcloud.dpfile.com/pc/UD8TAqf5raVDMcOxjLb04ymL6MFHRMB1UAIwYFXjFkZxrYbjGD1_UVwlLEeHjqkM.jpg","",""
344,172,-1,"三亲白骨精",3,1,2017,4,1,18,1,45,"没有拍下相片就少说几句了。这点海滩也敢要门票30元一张，贵得掉脸。根本就不值得一来。除了来这里拍婚纱照的话建议不要来，否则一定后悔。信不信由你！坐车不方便，自驾还差不多。海滩少人冲凉，再说花30元门票来这里玩水真是猪脑。","http://qcloud.dpfile.com/pc/UD8TAqf5raVDMcOxjLb04ymL6MFHRMB1UAIwYFXjFkZxrYbjGD1_UVwlLEeHjqkM.jpg","",""
345,173,-1,"celery林光光",4,1,2016,6,12,20,46,19,"在龙岗呆的时候去的，非常的漂亮，玩的很开心，就是消费太高了，烧钱的地方，土豪可以去浪里个浪…","http://qcloud.dpfile.com/pc/UD8TAqf5raVDMcOxjLb04ymL6MFHRMB1UAIwYFXjFkZxrYbjGD1_UVwlLEeHjqkM.jpg","",""
346,173,-1,"111好汉",3,0,2017,5,9,19,50,27,"整体给我的感觉最多让我只能给3星，因为这样的地方也敢收门票30一个人。里面卖的东西比街市的翻了两倍。个人觉得30一张门票真的不值得一游。因为没有什么特色。除了想在这里拍婚纱照就不要来这个地方了。不过我也不会选择在这里拍婚纱照，不喜欢这样的环境。好多比较残旧，去海边的话建议不要来这里。交通不好，自己开车还行。环境一般般了，还好停车场就在旁边。海边比较小，海水还算可以。","http://qcloud.dpfile.com/pc/UD8TAqf5raVDMcOxjLb04ymL6MFHRMB1UAIwYFXjFkZxrYbjGD1_UVwlLEeHjqkM.jpg","http://qcloud.dpfile.com/pc/dhUZvaOR5PqfNO1ZPbmlmZtBjFd3Lf9ZvWnjQ9AwOLjagbkgC3CXsyYWFNLp9VOW.jpg","http://qcloud.dpfile.com/pc/HQQZ0uJANQMKM1kMIQY13tyXmctzSiJfsgM85roJEChhg1o1eTNC1g57yyK55gcK.jpg"
347,174,-1,"是帅帅的我啊",5,0,2017,10,7,6,10,44,"好玩的玫瑰海岸。适合集体出游的","http://qcloud.dpfile.com/pc/7zOW3k6Rwu3VESUXIM-paMWjwWIiORQwhvCIkIxhrH7EkKuruj4jMqhwzWqGFK3M.jpg","",""
348,174,-1,"AA小姚姚*",5,0,2017,10,15,14,10,52,"玫瑰海岸在龙岗区，过了小梅沙。周二中午过来的，在附近餐馆吃了饭休息了一下才进来的，门票30，上大众点评可以提前订票哦，不过当场买也很快很方便，周末的时候估计还是提前订票的好。里面拍婚纱的人挺多的，海很蓝。建筑也美的。还是挺适合过来拍照的哦。","http://qcloud.dpfile.com/pc/nO_wr1wby2kbrx2BZME_qMcKJLnk8-yQPFvs4De2FQd8MJdP1Kqdm4-kPdOGmJWT.jpg","http://qcloud.dpfile.com/pc/nu63azB3sHNKJ2nMhtSNGFAE55wZur0tV46KKQP7yFSdqnRVgKl4D47zKjobSKFZ.jpg","http://qcloud.dpfile.com/pc/WIfMawzDp_t_Y0VWGuhb3rV6ZBxNZ85EVGQ5UwYB8WcwakaVVbBGOedOcAjnsO3i.jpg"
349,175,-1,"刘俊式",5,0,2017,7,27,6,28,16,"今天来这拍婚纱照，在这任一晚，明天才回去，景区色彩非常好，海景房，环境不错","http://qcloud.dpfile.com/pc/vKQP7iVtg6d6a6hjKYqHvrCO4ZhDKwXY-xpy_9-uk1nFpiwoDNniFvezPSUI1yJy.jpg","",""
350,175,-1,"Roro_青春浮华",5,0,2017,1,18,19,12,43,"这是一个值得一日游的好地方，门票不贵，地方够你走走停停拍照一天，而且景也是很美的，如果去拍照，那绝对是个很好的选择，里面是个婚纱拍摄基地来的。另外如果想玩水，那就早点去，那样人不多，也不那么晒，拍照也不会有那么多路人甲。哈哈，早上海边水挺干净的，到了下午随着人越来越多，沙滩上垃圾也越来越多。去那里最好自己带些零食去吃，因为里面吃的不多，而且贵。总体玩的还挺愉快的。","http://qcloud.dpfile.com/pc/BWbgan_RiR-9fgw-KKPGwCQ-ijQNRU8TLviFYAZZ-T8wakaVVbBGOedOcAjnsO3i.jpg","http://qcloud.dpfile.com/pc/aqEtNalEBIFnVJllAEE_ndb2Zbsb8yIlqPw3780oohmPWvPBcVXD2Ai6LBZQdCUi.jpg","http://qcloud.dpfile.com/pc/4lVednIFEGD7wEEB-IOGPBESKj-HBNdDOWizLM15s6FKuoPChYym00jeS3a2KeBM.jpg"
351,176,-1,"菰獨者_smile._1159",5,0,2017,2,15,20,46,14,"还可以，景区非常好看，就是节假日人好多，","http://qcloud.dpfile.com/pc/ouljqtJGQacSCoDbheo6_xjkejc0jJm071TftZ8PlJqZh2w0o7tajrtydIYlPtkv.jpg","http://qcloud.dpfile.com/pc/BDw5qPrqxzisMZIuzFd9nJOD8s672GxmQB1j9Q9Yd0qmIBGsFPwHnH7n9H0hfTx-.jpg","http://qcloud.dpfile.com/pc/nfv2dE3tTuZqwF9MbkYzbz6QBXsbbwntvoKlk-VtXuSUV0PEKy-Qdd1mwKg4wX6w.jpg"
352,176,-1,"婉婉兰亭序",5,0,2016,12,3,18,46,30,"地方是有点远哦，坐地铁到黄贝玲D出来，会有车到那里，不过有点远，还要转车，比较麻烦，我们就打车过去了，4个人大概73块钱，也不贵，差不多40分钟就到了……买票是25一个人，里面很多都是些影楼拍婚纱照的，里面景色还是不错的，虽然有些花是假的，有一些大型建筑物，还有海边～去玩是个不错的选择，就是有点远～","http://qcloud.dpfile.com/pc/ElB_RaG6BVCvi7UigwfTW26eNBbpKPns5pTqq-xfjAAeNGc2cz3hUTNbsI_JQmjo.jpg","http://qcloud.dpfile.com/pc/S22DASL2lUlm1K3z7mtpoqf-e_keRvtkeeKLYKpSyBTFGg7CjILlcp23jftux67y.jpg","http://qcloud.dpfile.com/pc/lKVYRyPWJtwPEADNV4b2zFTw4Sn16iW9dQVYjRqPuMoh8ta1TbMUc98hxtu-DcaE.jpg"
