id,name,type,address,lng,lat,pname,cityname,adminname,biz_ext_rating,biz_ext_star,telephone,photourl1,photourl2,photourl3
B02F3054ZV,银岛酒店,住宿服务;宾馆酒店;三星级宾馆,平湖镇平湖大街593号,114.129175,22.695021,广东省,深圳市,龙岗区,3.7,5,0755-28455088,http://store.is.autonavi.com/showpic/07d8101e5b1529a01f12eb2c2d21e6ef,http://store.is.autonavi.com/showpic/9a855312ad271ebd698f9add366500f0,http://store.is.autonavi.com/showpic/307fe980fcfffa28d036f7e87f717b3d
B02F37WFOR,移家商务酒店(深圳宝安港隆城店),住宿服务;宾馆酒店;三星级宾馆,西乡大道782-15号,113.876280,22.583376,广东省,深圳市,宝安区,3.7,3,0755-61860800,http://store.is.autonavi.com/showpic/0404cb6827cf21ecd1aea51c995f5dd8,http://store.is.autonavi.com/showpic/48ac132606becd6ff857b0e34e80d5ea,http://store.is.autonavi.com/showpic/5f39c8193e8b6cf971e17e099a6d0a61
B02F37VY7Q,禧程酒店(罗湖店),住宿服务;宾馆酒店;宾馆酒店,红宝路151号(京基100大厦楼下荔枝公园旁),114.105938,22.544178,广东省,深圳市,罗湖区,4.3,3,0755-25568088;0755-25575519,http://store.is.autonavi.com/showpic/0b37c2604de7b93a0c0471c8af324142,http://store.is.autonavi.com/showpic/b7c40f52cf9ed0a61e02f5b2086a8f95,http://store.is.autonavi.com/showpic/865a5ff3c89068eece7a9c98c91e60cb
B02F37SN13,潭海酒店,住宿服务;宾馆酒店;四星级宾馆,松岗镇广深路松岗段44号,113.849295,22.749601,广东省,深圳市,宝安区,4.6,3,0755-27083333,http://store.is.autonavi.com/showpic/2fd4532798e34640b75922657b964b48,http://store.is.autonavi.com/showpic/694eab3fe9ca12b814ac5f923e33451f,http://store.is.autonavi.com/showpic/6cbe11cb3d589396460c588289bc525a
B02F37U6LK,机场大酒店,住宿服务;宾馆酒店;三星级宾馆,机场6道1028号,113.824374,22.647778,广东省,深圳市,宝安区,4.2,4,0755-27772888,http://store.is.autonavi.com/showpic/fba5ff5c4866caf7b1b4786379dedef8,http://store.is.autonavi.com/showpic/a9457e2981df2d46a0a9aaf03eb85bd0,http://store.is.autonavi.com/showpic/f0805daffa179f1cc621ff37038a61f2
B02F37VPAI,和平酒店(机场店),住宿服务;宾馆酒店;三星级宾馆,福永镇永和路42号,113.793127,22.691248,广东省,深圳市,宝安区,3.9,3,0755-29923888,http://store.is.autonavi.com/showpic/1a1d2ccc648e30c31f7d06f6eaf62192,http://store.is.autonavi.com/showpic/a472a1ca8897c6be2ac3e0416eb89931,http://store.is.autonavi.com/showpic/fecc669ecf162a47eded14d0988caf3b
B02F37WKZW,民都国际酒店,住宿服务;宾馆酒店;四星级宾馆,观澜大道178号,114.043802,22.705498,广东省,深圳市,龙华区,4.3,3,0755-28016333,http://store.is.autonavi.com/showpic/447e3fc08bae1ec400f6bd403d1902e9,http://store.is.autonavi.com/showpic/6c04f1851ca971dba236fa063953c07f,http://store.is.autonavi.com/showpic/5d841e5835151c0a7160010cab95cb2d
B02F37WRTH,她他会酒店公寓(世界之窗店),住宿服务;宾馆酒店;宾馆酒店,华夏路沙河世纪假日广场C座123-1,113.972039,22.538596,广东省,深圳市,南山区,3.8,3,0755-86398981;18926072507,http://store.is.autonavi.com/showpic/0d0013ef6fa134c542d0c033f17b6eb0,http://store.is.autonavi.com/showpic/51fb1f1442e298106e9dea711beee84d,http://store.is.autonavi.com/showpic/71a989409dcb1be416276da825ed3bb0
B02F302E8A,帝文娜公馆酒店,住宿服务;宾馆酒店;四星级宾馆,上川路201,113.900798,22.579615,广东省,深圳市,宝安区,4.4,3,0755-29189999;0755-89811511,http://store.is.autonavi.com/showpic/1e718a69db4ffbc81640f86a228b567e,http://store.is.autonavi.com/showpic/fbf3129c4d70070ff0165b6182a25cab,http://store.is.autonavi.com/showpic/15a59ae3fba9ba4a4eb9cbfa31ef1c4f
B02F37W0TR,盛世金华酒店,住宿服务;宾馆酒店;四星级宾馆,龙城大道66号,114.253751,22.712439,广东省,深圳市,龙岗区,4.1,3,0755-85200355;0755-89302888,http://store.is.autonavi.com/showpic/ff39cb6877a0c914ef0921bb8fc0172f,http://store.is.autonavi.com/showpic/82eb58b593a12217e819e73ccdc37138,http://store.is.autonavi.com/showpic/3cc05494b9a23ac3aa42a293a4af6ccc
B02F37SJDP,荣登客栈,住宿服务;旅馆招待所;旅馆招待所,八卦三路荣生综合楼四层,114.099923,22.562089,广东省,深圳市,福田区,3.8,5,0755-85555118;0755-25860390;13434455259,http://store.is.autonavi.com/showpic/acb286daf5adeda6b62660091c4a7947,http://store.is.autonavi.com/showpic/48392518e086771bd39de58859bc3902,http://store.is.autonavi.com/showpic/d52e061d4d0a52c1481936ec2e0481a3
B02F306JSV,新时代酒店,住宿服务;宾馆酒店;四星级宾馆,嘉宾路4018爵士大厦C座,114.114869,22.539606,广东省,深圳市,罗湖区,4.2,3,0755-25670000,http://store.is.autonavi.com/showpic/8cedcc3ec42aaf544e21ef1a8f906e5b,http://store.is.autonavi.com/showpic/0c4a8906c394d0acd3213e186d2729a0,http://store.is.autonavi.com/showpic/096e7c803b62d961e58590d9fb76b591
B02F38IYON,摩登克斯酒店,住宿服务;宾馆酒店;五星级宾馆,宝安南路1036号鼎丰大厦,114.11209,22.539629,广东省,深圳市,罗湖区,4.5,5,0755-61866789;0755-61289377,http://store.is.autonavi.com/showpic/fb8451b2c73fde916e94478c20b5a955,http://store.is.autonavi.com/showpic/2c36ee92abcb6873e7af6bce9826015d,http://store.is.autonavi.com/showpic/e49b8e6e51b608dcd27b1bf6771bddc6
B02F309U1K,如家快捷酒店(深圳宝安机场T3航站楼店),住宿服务;宾馆酒店;经济型连锁酒店,福中路12号,113.820936,22.659155,广东省,深圳市,宝安区,4.3,4,0755-29601599,http://store.is.autonavi.com/showpic/65904f7820726701b143a9f94682643d,http://store.is.autonavi.com/showpic/9d4aaf95c36cbdd0d7bde72639b293f8,http://store.is.autonavi.com/showpic/1ef86c03101a4be0dabadb46eaafc310
B02F37W5QR,雅园宾馆,住宿服务;宾馆酒店;四星级宾馆,东门北路1001号,114.126819,22.555488,广东省,深圳市,罗湖区,3.9,4,0755-25605888,http://store.is.autonavi.com/showpic/bf307a6d5a6c4bf67c8c1c5d71f98c77,http://store.is.autonavi.com/showpic/d976c997ecdbbb40f3813d4a4b41b184,http://store.is.autonavi.com/showpic/171541da2aa210360a05eff1df26e924
B02F38IZDN,丽湾酒店,住宿服务;宾馆酒店;四星级宾馆,新生路1号,114.281285,22.739369,广东省,深圳市,龙岗区,4.6,3,0755-84840000,http://store.is.autonavi.com/showpic/4ed92b5ab8574c0f241e4931bebc7a4e,http://store.is.autonavi.com/showpic/0f52ffc92a5617857bcdbacfaf8d592e,http://store.is.autonavi.com/showpic/727166d7bb1d692637a1a40deab28b79
B02F37WFF4,福永花园酒店(机场店),住宿服务;宾馆酒店;三星级宾馆,福安街道政丰北路消防中队旁,113.813398,22.675574,广东省,深圳市,宝安区,3.7,3,0755-29605888,http://store.is.autonavi.com/showpic/2c752decff87d2adfe73518ac17c64cf,http://store.is.autonavi.com/showpic/5c534dfef89a5adab2ecd3326709743c,http://store.is.autonavi.com/showpic/c7e929f044d66852968db3611eefdd90
B02F37U1VY,星洲宾馆(北村一路),住宿服务;宾馆酒店;宾馆酒店,新洲村牌坊街新洲北村72号综合楼2层,114.046351,22.526618,广东省,深圳市,福田区,3.2,3,0755-83308870;0755-83306885,http://store.is.autonavi.com/showpic/bbf6069ebdddfa11cf29c87434e60f8c,http://store.is.autonavi.com/showpic/edc5a83ddd4720dd702ced841f152de4,http://store.is.autonavi.com/showpic/582449f99410a67e814fa10a7b1151c2
B02F30A1JZ,深圳凯宾斯基酒店,住宿服务;宾馆酒店;五星级宾馆,海德三道13,113.939345,22.518044,广东省,深圳市,南山区,4.6,3,0755-88888888,http://store.is.autonavi.com/showpic/8205adc09ea2a5a9e52a1be802eb16c1,http://store.is.autonavi.com/showpic/bc0c3068fb940ec8f2dc8c0338c0ce99,http://store.is.autonavi.com/showpic/b46ca891761135a76bf6d2d7cf47a922
B02F37URF5,俊园酒店,住宿服务;宾馆酒店;四星级宾馆,爱国路1001号俊园大厦3楼(近文锦路),114.130945,22.551428,广东省,深圳市,罗湖区,2.9,4,0755-25771888;0755-25771878,http://store.is.autonavi.com/showpic/25a728fbb8272bf57ed7eab505edb4ad,http://store.is.autonavi.com/showpic/3b0858507d517ebd53d5e137f2aec884,http://store.is.autonavi.com/showpic/b93c2093426e656c7c5845acf1e78dae
B02F37U1OW,香樟商务酒店,住宿服务;宾馆酒店;四星级宾馆,金田路3037号金中环商务大厦A座10层,114.062473,22.5342,广东省,深圳市,福田区,4.1,5,0755-82802233;0755-82802200;0755-88375088,http://store.is.autonavi.com/showpic/3d1f35a400221d3b542b4f6f1aab28a2,http://store.is.autonavi.com/showpic/54b955599faf687fef357cece42ea296,http://store.is.autonavi.com/showpic/70d681817c0db7422a41d1edb97cf46c
B02F37VFA0,乐源宾馆(洪浪北地铁站店),住宿服务;宾馆酒店;宾馆酒店,新安三路209-3号,113.904355,22.580643,广东省,深圳市,宝安区,3.8,3,0755-29989381,http://store.is.autonavi.com/showpic/29c207626d3760edc31ed9f3799bcc3a,http://store.is.autonavi.com/showpic/9b2999578ee1d075c5d952a911c9731b,http://store.is.autonavi.com/showpic/6be19cd43eefacb8a91855768b5fa9a5
B02F37VB4E,龙洲快捷酒店,住宿服务;宾馆酒店;宾馆酒店,春风路1052号文锦大厦2层,114.131755,22.543179,广东省,深圳市,罗湖区,3.7,3,0755-25100890,http://store.is.autonavi.com/showpic/bb219f3024284552fdd2b6c03f8e13c8,http://store.is.autonavi.com/showpic/4afdd200a85ab20aec3a3b6935a6e474,http://store.is.autonavi.com/showpic/0bd9f52f36faffcc2bdcddbd1b3c237b
B02F37VJ7U,桂品轩酒店(前进二路店),住宿服务;宾馆酒店;四星级宾馆,宝安西乡前进二路36号桂品轩酒店,113.891998,22.58196,广东省,深圳市,宝安区,4.3,3,0755-29656990;0755-29656999,http://store.is.autonavi.com/showpic/0b292ad2c1d378d3fac07e3d15712850,http://store.is.autonavi.com/showpic/ae5e1f8d605d59454bd67f302c58dfb9,http://store.is.autonavi.com/showpic/48530536cf1f982c36054f8ff63f8862
B02F37VY02,蓬客商务酒店(梅园店),住宿服务;宾馆酒店;四星级宾馆,梅园路5号,114.111517,22.56327,广东省,深圳市,罗湖区,4.4,4,0755-82421333,http://store.is.autonavi.com/showpic/c4f85a5e5cab1c0774fc48cfe9c90667,http://store.is.autonavi.com/showpic/155d56e33c05eeae6150fd5a2edf355b,http://store.is.autonavi.com/showpic/2c25aca4a3d6b86f2ddf3435ccd57f3a
B0FFGG5YC2,仁善恒酒店,住宿服务;宾馆酒店;四星级宾馆,东门南路1074号瑞鹏大厦(地铁向西村站A1出口直走100米),114.126457,22.538911,广东省,深圳市,罗湖区,4.3,3,0755-82308333,http://store.is.autonavi.com/showpic/18b53283d609276aa09675d49bd5f360,http://store.is.autonavi.com/showpic/81f7e946baa065782da8712e6b1565d4,http://store.is.autonavi.com/showpic/483466894149982fef0eb0643c402314
B02F37WLYL,绿景锦江酒店,住宿服务;宾馆酒店;五星级宾馆,新洲路3099号,114.047754,22.521016,广东省,深圳市,福田区,4.5,3,0755-82508888,http://store.is.autonavi.com/showpic/3a893d41e06281d6640adfd585d72af9,http://store.is.autonavi.com/showpic/76559aa02826da6d1108f808bc082a84,http://store.is.autonavi.com/showpic/350e56540df6cf00b8801ce169ec5957
B02F37RLIX,京海宾馆(深圳华强店),住宿服务;宾馆酒店;宾馆酒店,福华路29-6京海裙楼,114.082554,22.537319,广东省,深圳市,福田区,5.0,3,0755-83752906;0755-85263399,http://store.is.autonavi.com/showpic/20732f29774f1ecede41bebd34b021f6,http://store.is.autonavi.com/showpic/06ffb5014bd66d4899fb8d85a4ba13d3,http://store.is.autonavi.com/showpic/3bf1048b182d8aaf162adfbf0307c83f
B02F37VWV5,深圳君悦酒店,住宿服务;宾馆酒店;五星级宾馆,宝安南路1881号,114.111231,22.537153,广东省,深圳市,罗湖区,4.7,3,0755-82661234,http://store.is.autonavi.com/showpic/2196128d6e9d93801c5f176816503bab,http://store.is.autonavi.com/showpic/69a53aa12a8972eccbe28e98656cadd5,http://store.is.autonavi.com/showpic/a5a41e71cb19114b82af3ebbb2a7604a
B02F38JJV5,顺逸东方酒店(深圳大浪店),住宿服务;宾馆酒店;四星级宾馆,大浪华荣路69号(亿康商务大厦B栋),114.005215,22.663821,广东省,深圳市,龙华区,4.5,3,0755-28185888,http://store.is.autonavi.com/showpic/062c49c96ef8fd900640e48d87ad412b,http://store.is.autonavi.com/showpic/7cbc5500967b22bd0a710a646b694959,http://store.is.autonavi.com/showpic/de66865b6a7e50c99ba5eca3d67555bb
B02F37WLRT,7天酒店(深圳华强北地铁站店),住宿服务;宾馆酒店;经济型连锁酒店,振兴路154-8号,114.082847,22.546699,广东省,深圳市,福田区,4.2,5,0755-83257888;0755-83216364,http://store.is.autonavi.com/showpic/6b7b4a7b3e7b1b9035dc7f2ccbdd242f,http://store.is.autonavi.com/showpic/711ae454db3c4a9ff9529da2e14f9db6,http://store.is.autonavi.com/showpic/12236989cd94a896496b0eb1f3dd0ce9
B02F37RMWE,粤佳商务酒店(罗湖店),住宿服务;宾馆酒店;三星级宾馆,和平路船步街21号(罗湖火车站附近),114.114069,22.535272,广东省,深圳市,罗湖区,4.2,3,0755-25928111;0755-25927788,http://store.is.autonavi.com/showpic/f3f19f1124bf492f557a924e52a3ba3e,http://store.is.autonavi.com/showpic/ce38a5fbf0968e01c375e50f2c349e06,http://store.is.autonavi.com/showpic/d5ef1c8b92d8b104a90807b97de1b633
B02F30AG9N,月亮湾客栈(南澳街),住宿服务;旅馆招待所;旅馆招待所,大鹏新区南澳街道南澳街2号,114.491539,22.534041,广东省,深圳市,龙岗区,3.9,5,0755-84404333,http://store.is.autonavi.com/showpic/77b83781e31f58fd0b3720aef4efb04a,http://store.is.autonavi.com/showpic/27360d8fdbd03d811229da5afd7a69e3,http://store.is.autonavi.com/showpic/b9b7c38e3cc9716c6db716474b6ecd8e
B02F37WRSZ,鼎尊商务酒店,住宿服务;宾馆酒店;四星级宾馆,宝安大道3075号,113.87164,22.573959,广东省,深圳市,宝安区,4.3,4,0755-61866066,http://store.is.autonavi.com/showpic/28c2e23b8c42460dd87180f879b1978a,http://store.is.autonavi.com/showpic/d46bdcf9674bdca0de79afa5e071ef88,http://store.is.autonavi.com/showpic/d7df3788b3c4b5c861b748f23c85ea19
B02F309QIO,城市客栈酒店(欢乐谷店),住宿服务;宾馆酒店;经济型连锁酒店,杜鹃山西街6号,113.978656,22.540183,广东省,深圳市,南山区,4.1,4,0755-26930666;4006309996,http://store.is.autonavi.com/showpic/656843e50bcbb6ea129095289bf79358,http://store.is.autonavi.com/showpic/01e879a819c4b350de116553ea2a5e49,http://store.is.autonavi.com/showpic/30a063b0071c1d4b18b95b003b831747
B02F38ZNW5,华盛希尔顿花园酒店,住宿服务;宾馆酒店;四星级宾馆,新沙路529号,113.817955,22.731465,广东省,深圳市,宝安区,4.5,3,0755-27718888,http://store.is.autonavi.com/showpic/5872283672bbabbc09b2ec4cd7e7636f,http://store.is.autonavi.com/showpic/67d26bb40273520044308e07986b2358,http://store.is.autonavi.com/showpic/a36db88c9fb6baacb71bed88ef5c6a92
B02F37WRSQ,富鑫龙宾馆(清湖地铁站店),住宿服务;宾馆酒店;宾馆酒店,龙华街道三联路华园道140号,114.028299,22.662592,广东省,深圳市,龙华区,3.8,3,0755-81487290,http://store.is.autonavi.com/showpic/5d076bfc7ac1b2b4e53b3496a11ef27c,http://store.is.autonavi.com/showpic/e5d1879c2df7dd9b219c95f1ede9dfe1,http://store.is.autonavi.com/showpic/89d4742985c7ffc3383dbd44fe7ae3d6
B02F37UT2T,深圳星河之星酒店(欢乐谷店),住宿服务;宾馆酒店;经济型连锁酒店,创业路135-7号,113.923381,22.516824,广东省,深圳市,南山区,3.6,3,0755-26068361;0755-26701666,http://store.is.autonavi.com/showpic/9f9921718d0a78798563076a517d158c,http://store.is.autonavi.com/showpic/289c83242fab93a7d43715ba4fefab2b,http://store.is.autonavi.com/showpic/01f7f4fea6cad3f718409683132d7c76
B02F37WC0N,大梅沙京基海湾大酒店,住宿服务;宾馆酒店;五星级宾馆,大梅沙盐梅路90号,114.310517,22.598054,广东省,深圳市,盐田区,4.6,3,0755-82688888;0755-25282888,http://store.is.autonavi.com/showpic/3d945c3722762297c1cfafddbd1c13de,http://store.is.autonavi.com/showpic/bd4fc8a4a5bf51d6f6d5bcb80cfaaeda,http://store.is.autonavi.com/showpic/d9ccaaaf408cfde23178a54371fe273c
B02F38IQHG,民族风情酒店,住宿服务;宾馆酒店;宾馆酒店,上川一路33号富华花园小区A栋202室,113.885534,22.566838,广东省,深圳市,宝安区,4.4,4,0755-27920188;0755-27920772,http://store.is.autonavi.com/showpic/fa95289317e228690ada4043c094b538,http://store.is.autonavi.com/showpic/484f0c2e2e5370d42a2367d8946fc8c0,http://store.is.autonavi.com/showpic/d49d7851ab1c1855036283c1af51110d
B02F38IQJF,龙福大酒店,住宿服务;宾馆酒店;四星级宾馆,碧新路2228号,114.261788,22.731674,广东省,深圳市,龙岗区,4.2,5,0755-28831888;0755-28839688;15002050251,http://store.is.autonavi.com/showpic/993ade31f2982e5c4345a45a952f4267,http://store.is.autonavi.com/showpic/23c479f3df6570588e08e76429df9411,http://store.is.autonavi.com/showpic/a723c497f5e5f50a3c5296c09e521285
B02F37WRWV,维也纳酒店(深圳龙岗盛平店),住宿服务;宾馆酒店;三星级宾馆,盛平南路3号,114.255586,22.731155,广东省,深圳市,龙岗区,4.5,3,0755-89623888;13714562123,http://store.is.autonavi.com/showpic/1ac36faf63ddb2aa9f47f8043c27fb2e,http://store.is.autonavi.com/showpic/16aabb325bc2929aba0ace386473a7ad,http://store.is.autonavi.com/showpic/248125ee564cad4003a9a1b1bd00627e
B02F37VPDO,青青世界酒店,住宿服务;宾馆酒店;四星级宾馆,月亮湾青青路1号,113.901418,22.499477,广东省,深圳市,南山区,4.3,3,0755-26646988;0755-26403988;0755-86958756,http://store.is.autonavi.com/showpic/5e9024232e996d70d84fa73e3759b899,http://store.is.autonavi.com/showpic/3903d3914e58c551e5691621a7af6ac0,http://store.is.autonavi.com/showpic/0a71ef0c032afe80742a04efd303a58b
B02F30AAZF,深圳维景酒店,住宿服务;宾馆酒店;四星级宾馆,东门中路2088号,114.123029,22.549052,广东省,深圳市,罗湖区,4.4,3,0755-82318388,http://store.is.autonavi.com/showpic/38bfdf634e7197984be6136f64696421,http://store.is.autonavi.com/showpic/0ba9f21ed804b061899ffc9953025731,http://store.is.autonavi.com/showpic/fcfacd41bd4f379de442b9a3c3b25bc4
B02F3063QG,鸿隆公寓海上世界特色欧式酒店,住宿服务;宾馆酒店;四星级宾馆,太子路32号鸿隆公寓2层(近南海酒店),113.915086,22.483747,广东省,深圳市,南山区,4.5,4,0755-26816666;0755-26816164,http://store.is.autonavi.com/showpic/a4d30110e207516d18cad66a3414931c,http://store.is.autonavi.com/showpic/e0e1e544f0e6712a6d5ba81da5960a76,http://store.is.autonavi.com/showpic/a6df915bd2ad6539d60e1e1e1235031d
B02F38IU3N,深圳泊莱酒店(坂田华为店),住宿服务;宾馆酒店;四星级宾馆,坂田街道吉华路535号,114.070739,22.639202,广东省,深圳市,龙岗区,4.2,3,0755-89508222,http://store.is.autonavi.com/showpic/d35cf671d972723fef212ad25684077f,http://store.is.autonavi.com/showpic/40c487bb9ea5b4094c0c759cda592a67,http://store.is.autonavi.com/showpic/df70f4798aa3e7c2370615df1a2d984c
B02F38ISNW,锦江之星酒店(深圳万象城店),住宿服务;宾馆酒店;经济型连锁酒店,嘉宾路4025-1号,114.113267,22.536856,广东省,深圳市,罗湖区,4.3,3,0755-22160688;4008209999,http://store.is.autonavi.com/showpic/3584513da3e85f256c29ddb7910240d7,http://store.is.autonavi.com/showpic/a63f5624a9f53767a2d39075046b54d1,http://store.is.autonavi.com/showpic/d51b61027fc6615248fcf05bded49da6
B02F37VQ3E,智民大酒店,住宿服务;宾馆酒店;四星级宾馆,坂田街道吉华路525号,114.071315,22.639629,广东省,深圳市,龙岗区,3.8,3,0755-89508668;13538027322,http://store.is.autonavi.com/showpic/966e4a96c0971c4968e81ee6bc4d3faf,http://store.is.autonavi.com/showpic/4722a83c387bf987d2da7cb0e3e202f7,http://store.is.autonavi.com/showpic/56258c4522535e6ef3515b18fa730d9d
B02F37VESH,深圳东方精品酒店(黄贝岭店),住宿服务;宾馆酒店;三星级宾馆,深南大道1108号设计院大厦3-6楼,114.134265,22.546095,广东省,深圳市,罗湖区,4.4,3,0755-25408099;0755-25431199,http://store.is.autonavi.com/showpic/44ef9b06b2a4f5e86bd049f05c97887d,http://store.is.autonavi.com/showpic/3371a578fec3125287a2285215214c3b,http://store.is.autonavi.com/showpic/6e2c823140674604b08b7289e2bde1e7
B02F37VJUC,金色阳光酒店(深圳龙岗南联站店),住宿服务;宾馆酒店;宾馆酒店,龙岗路14号,114.271029,22.721694,广东省,深圳市,龙岗区,4.4,3,0755-89266288;18138837036,http://store.is.autonavi.com/showpic/7823aac6abd430887b4b7183fd135ff6,http://store.is.autonavi.com/showpic/4c0d73e5a4719604a7f1c9b13634886a,http://store.is.autonavi.com/showpic/238e5bf2d20002248ec276c8313b9a75
B02F37WKGV,万福盈酒店,住宿服务;宾馆酒店;经济型连锁酒店,福永白石厦大道龙翔路105号(近万福广场),113.823082,22.673264,广东省,深圳市,宝安区,3.7,5,0755-27391968,http://store.is.autonavi.com/showpic/24b67d02222fd9d23c616d3a01a3f9ca,http://store.is.autonavi.com/showpic/6e58e269a2ab0395eaea0020b1adf108,http://store.is.autonavi.com/showpic/7f2b01c08e304a70249e0d10d324737c
B02F37WHIS,龙源客栈(爱联店),住宿服务;宾馆酒店;宾馆酒店,爱联爱华路92号,114.229451,22.698205,广东省,深圳市,龙岗区,3.9,3,0755-28953666,http://store.is.autonavi.com/showpic/aaf73f1b55abc15662b689d3ab819189,http://store.is.autonavi.com/showpic/2039c843ef20fc121a5e1d8a864e0a98,http://store.is.autonavi.com/showpic/d18e75c81517ea590208e0691c0632ad
B02F37VHWE,维也纳酒店(深圳机场店),住宿服务;宾馆酒店;三星级宾馆,下沙十二巷3号,113.823733,22.649678,广东省,深圳市,宝安区,4.6,5,0755-29987688;13510300209;4008882888,http://store.is.autonavi.com/showpic/000ad0f59e1d62e97478c808935dbb28,http://store.is.autonavi.com/showpic/3f1b3d660a7878bfd1f4236e7ae2e3ce,http://store.is.autonavi.com/showpic/2ed1c45d3957f66f368ca4880f1cad35
B02F37W9SK,凯利达商务酒店,住宿服务;宾馆酒店;宾馆酒店,海德三道195天利中央广场B座1层,113.935071,22.518329,广东省,深圳市,南山区,4.2,4,0755-86615188;13414462256,http://store.is.autonavi.com/showpic/899c91473a7563a93400a5ea3ec2eea9,http://store.is.autonavi.com/showpic/e2fdec82ca66bafecd43918985014e67,http://store.is.autonavi.com/showpic/6920e29a6a50bd972f23e358cf80573d
B02F38ISI3,宜居时尚酒店,住宿服务;宾馆酒店;宾馆酒店,华侨新村西堤一巷32号,113.872916,22.567286,广东省,深圳市,宝安区,4.1,4,0755-29985669;0755-29882345,http://store.is.autonavi.com/showpic/69c76d9d3e5a5020c54559bd65d2db24,http://store.is.autonavi.com/showpic/0b4c40220fe53b117a2edd1e5e24a9bd,http://store.is.autonavi.com/showpic/e5b799c8290b1bc906108711a8ad957f
B02F37TNXY,悦海璟商务酒店,住宿服务;宾馆酒店;三星级宾馆,南山大道2329号新海大厦1-3层,113.923576,22.538838,广东省,深圳市,南山区,4.1,3,0755-26668588,http://store.is.autonavi.com/showpic/16424292975ed6ecbd191f9551347a6b,http://store.is.autonavi.com/showpic/c6cb729a414c3b90e9928052b4acb2b9,http://store.is.autonavi.com/showpic/dc72bee0a657f6b6b32ed35535d6e274
B02F37WJMJ,维也纳酒店(深圳横岗新城店),住宿服务;宾馆酒店;四星级宾馆,横岗街道六约社区埔厦路86号新城广场A座,114.185443,22.645679,广东省,深圳市,龙岗区,4.7,3,0755-28665555;4008882888,http://store.is.autonavi.com/showpic/c3385938a76c0ed55f673482abb984e8,http://store.is.autonavi.com/showpic/e468938772bfeb2a520fb65d948029d1,http://store.is.autonavi.com/showpic/93334cdd2f9ed26f645d19acfe177adb
B02F37W9T1,金皇大酒店,住宿服务;宾馆酒店;宾馆酒店,人民北路33号,114.025859,22.636683,广东省,深圳市,龙华区,4.5,3,0755-88802888,http://store.is.autonavi.com/showpic/51f4be9e6c7550bcc58870d18be52fbb,http://store.is.autonavi.com/showpic/a5934dbb494261ff46411ffbabaafd0e,http://store.is.autonavi.com/showpic/64705a2bd4e1b69d8241fadd85d46fc4
B02F37W9SO,汉庭酒店(深圳华强北振兴路店),住宿服务;宾馆酒店;经济型连锁酒店,华富路1048号新欣大厦A座1层、3-5层,114.081754,22.546198,广东省,深圳市,福田区,4.3,3,0755-33062233,http://store.is.autonavi.com/showpic/3ae4fa827e5ab86b4743cbbae506fb4a,http://store.is.autonavi.com/showpic/f9dc5171df0b0f4224cdedeb4ad29ef5,http://store.is.autonavi.com/showpic/a401209bcf0e97c209e2b328257d9dba
B02F37VKD4,信兴假日酒店(五和店),住宿服务;宾馆酒店;宾馆酒店,吉华路665-1号,114.057650,22.634007,广东省,深圳市,龙岗区,4.6,4,0755-61219288;0755-61210288,http://store.is.autonavi.com/showpic/1ca1347a84dce92c5960d0c01d7d9707,http://store.is.autonavi.com/showpic/f6e2ac5b697dd853cba3872aca209391,http://store.is.autonavi.com/showpic/dbeedf150a218835399eee3b891fa6b3
B02F300B67,广信酒店,住宿服务;宾馆酒店;宾馆酒店,人民南路2069号19层,114.118469,22.538943,广东省,深圳市,罗湖区,3.9,5,0755-82113818,http://store.is.autonavi.com/showpic/7612110f23c4e1a2664f948dd63d6d64,http://store.is.autonavi.com/showpic/0e9d29312d870ef3b7c1e123ed1fad8c,http://store.is.autonavi.com/showpic/a50d8642477fb7d56f7a7e63aec2adb3
B02F37VJIP,威尔斯酒店,住宿服务;宾馆酒店;三星级宾馆,蚝业路1号,113.801274,22.679934,广东省,深圳市,宝安区,4.2,3,0755-29912888,http://store.is.autonavi.com/showpic/e041a309de497c73035335f0dad10bb3,http://store.is.autonavi.com/showpic/b3d38bd79df41b07eda9c5498c6a729b,http://store.is.autonavi.com/showpic/12faf51eebdc2b1bb271ecc997597db4
B02F37UHYD,汉庭酒店深圳会展中心店(原汉庭酒店深圳新洲店),住宿服务;宾馆酒店;经济型连锁酒店,新洲南路2043号世纪工艺品广场307栋,114.046072,22.517963,广东省,深圳市,福田区,3.9,3,0755-33912833,http://store.is.autonavi.com/showpic/2ff8e5883f9e63ce5698f4e5ee9f41c3,http://store.is.autonavi.com/showpic/cf75062b36c4785fe5a0091fb79b7ac2,http://store.is.autonavi.com/showpic/1ccdde593b2133cbfbf257734de2ba30
B02F38IR3X,新旺记酒店,住宿服务;宾馆酒店;三星级宾馆,龙岗街道龙东社区爱南路63号,114.291897,22.713416,广东省,深圳市,龙岗区,4.4,3,0755-84872888;0755-84861698,http://store.is.autonavi.com/showpic/c368c7cca1be0bbf267132d2cd6011bc,http://store.is.autonavi.com/showpic/9d2ecfa6ff93a0d9e984a5ee212f685a,http://store.is.autonavi.com/showpic/ee65aba3e2974e2188679e22d7ce2027
