id,name,type,address,lng,lat,pname,cityname,adminname,biz_ext_rating,biz_ext_cost,telephone,photourl1,photourl2,photourl3
B02F309TJZ,深圳市凤凰山国家矿山公园,风景名胜;公园广场;公园,平湖镇双拥街186号斜对面,114.137013,22.701108,广东省,深圳市,龙岗区,3.5,20.00,0755-83107902,http://store.is.autonavi.com/showpic/2709c30c235f8c5b9a9196cfa118b487,http://store.is.autonavi.com/showpic/181e7179295050eecb854d1004d50a38,http://store.is.autonavi.com/showpic/5704a6a03c1554c508d159f9163ecdae
B02F37V3OT,水围南广场,风景名胜;公园广场;城市广场,水围二街与福强路交叉口东北50米,114.064284,22.517664,广东省,深圳市,福田区,3.0,240.00,0755-83106912,http://store.is.autonavi.com/showpic/835f71ed8596e05739dbd8a8b705feed,http://store.is.autonavi.com/showpic/925940aa5087310b9c2bb6612b28106c,http://store.is.autonavi.com/showpic/a170799bd2b38f7624191a6a751ae7b7
B02F37W702,华光古庙,风景名胜;风景名胜;寺庙道观,学府路132号,113.919061,22.527920,广东省,深圳市,南山区,3.0,15.00,0755-26580698,http://store.is.autonavi.com/showpic/1b0a65cb91bd5ed7832b5e39da3fc0e9,http://store.is.autonavi.com/showpic/af1b6146a0c42e936fc3766be9247f99,http://store.is.autonavi.com/showpic/86b9c2cbb13afbf385dba200f2c49fe5
B02F37THJF,南油文化广场,风景名胜;公园广场;城市广场,后海东滨路,113.928755,22.505926,广东省,深圳市,南山区,3.2,-1,0755-26403459,http://store.is.autonavi.com/showpic/aa02096bb6f47bd7b3160d258af236b7,http://store.is.autonavi.com/showpic/9d8ead5030f02d4561e891e36da2d89f,http://store.is.autonavi.com/showpic/28f1d0e68c43a984d3a12856ad578380
B02F37VM9Y,茂盛公园,风景名胜;公园广场;公园,茂盛世居附近,114.20231,22.652858,广东省,深圳市,龙岗区,3.5,2.00,0755-82973328,http://store.is.autonavi.com/showpic/309b7494faeb25f0f0c385964ca0d541,http://store.is.autonavi.com/showpic/13f07e7e0290dbbf82f34d5bafab7160,http://store.is.autonavi.com/showpic/cdf0586854e1cc296c9a19678509d2c0
B02F37VVUY,香蜜湖文化广场,风景名胜;公园广场;公园,农林路1号,114.017626,22.536022,广东省,深圳市,福田区,3.5,-1,0755-83703231,http://store.is.autonavi.com/showpic/f7298dbe29affe009f93d7b3f11bfb81,http://store.is.autonavi.com/showpic/740e64a483c4a3a18da30e02e702eb24,http://store.is.autonavi.com/showpic/23c3d54b8e21a4b197481a5ea8f72798
B02F37VDD3,凤凰山-慈云阁,风景名胜;风景名胜;寺庙道观,洪田路140号,113.858513,22.702213,广东省,深圳市,宝安区,2.1,-1,0755-26793619,http://store.is.autonavi.com/showpic/9ba6dee112d80fba1a4e1e9126720e31,http://store.is.autonavi.com/showpic/fb30d54040878ced048d2993fda49d01,http://store.is.autonavi.com/showpic/414e7a42fec9595632a438296cfd575e
B02F37WITC,东晓公园,风景名胜;公园广场;公园,金洲路与金稻田路交界处附近,114.13231,22.585098,广东省,深圳市,罗湖区,3.0,20.00,0755-84297960,http://store.is.autonavi.com/showpic/02c684ccc068159114457b2a5b7cc0f8,http://store.is.autonavi.com/showpic/3dd1eeeec9590938894354cad4e2e1ee,http://store.is.autonavi.com/showpic/a34947543e10f3e2fb88316b306a3ee2
B02F37VJX4,龙华革命烈士纪念亭,风景名胜;风景名胜;风景名胜,公园路与龙胜巷交叉口东北150米,114.015879,22.656505,广东省,深圳市,龙华区,3.5,26.00,0755-26666989,http://store.is.autonavi.com/showpic/c0f21ebfe5910d5f6f5fbd98cdd2bb00,http://store.is.autonavi.com/showpic/559a3abca310b38d66d328e5,http://store.is.autonavi.com/showpic/cbcb20d2ba1cd67561cadee8c2e96bf8
B02F37UU70,彩田公园,风景名胜;公园广场;公园,北环大道入口与彩田路交叉口东150米,114.064973,22.562922,广东省,深圳市,福田区,3.5,15.00,0755-81557788,http://store.is.autonavi.com/showpic/bf96f32e25bfb0d717cff54de3b5f0a3,http://store.is.autonavi.com/showpic/59eea395e08e1a69f6263f981a4b31f3,http://store.is.autonavi.com/showpic/c8939f98e2fe418079cf863f706bc559
B02F37TK6D,天安文化广场,风景名胜;公园广场;城市广场,滨河大道9280号,114.032519,22.529315,广东省,深圳市,福田区,3.0,-1,0755-26851350,http://store.is.autonavi.com/showpic/371af7e56b4c93c60ab2bd71b3d368d1,http://store.is.autonavi.com/showpic/b5502eed57410c676dc6b0c7a8c899a5,http://store.is.autonavi.com/showpic/23e94317018599a006501d1ef0d910ae
B02F37U9RJ,海滨生态公园,风景名胜;公园广场;公园,滨河大道,113.998838,22.522404,广东省,深圳市,福田区,3.5,-1,0755-83244645,http://store.is.autonavi.com/showpic/8089f5f1ad13fcd73727b4805353a5e7,http://store.is.autonavi.com/showpic/00abbd6447733429e1e349d16bdac570,http://store.is.autonavi.com/showpic/40d3e5f2c0dda0e39c08fa2efc86ebff
B02F302011,林则徐铜像,风景名胜;风景名胜;风景名胜,珠江口左岸赤湾左炮台旁,113.891730,22.468399,广东省,深圳市,南山区,3.5,23.00,0755-26611170;0755-26504300,http://store.is.autonavi.com/showpic/2059257cf4d186da72c0505e9289ccfb,http://store.is.autonavi.com/showpic/a676d66362c747a5e8cb574bb030c3c3,http://store.is.autonavi.com/showpic/bd301bf1f3dcb367b23dbceb803e7616
B02F37VPB7,鹅公岭社区公园,风景名胜;公园广场;公园,伟光路2号,114.158691,22.680883,广东省,深圳市,龙岗区,3.7,210.00,0755-25796374;0755-88821234,http://aos-cdn-image.amap.com/sns/ugccomment/5e950dc8-b4f3-4489-a7d1-782bc880c7e8.jpg,http://aos-cdn-image.amap.com/sns/ugccomment/4cf044c2-f1a9-463d-9b0a-12b1533c75d9.jpg,http://store.is.autonavi.com/showpic/7ef1d8772a52ad98f88b4ec3becffa7d
B02F37VQ4O,上李朗社区公园,风景名胜;公园广场;公园,上李朗田心路与田心路交叉口东南100米,114.122719,22.653486,广东省,深圳市,龙岗区,5.0,-1,0755-83595676,http://store.is.autonavi.com/showpic/6d161437ac0bb3f1580a3dbca8b69320,http://store.is.autonavi.com/showpic/acbbb50ea52cf505c32f4787a058ba44,http://store.is.autonavi.com/showpic/e17d54b9aee3910df2d50608aafab2ca
B02F37W103,正埔岭,风景名胜;风景名胜;风景名胜,鹏达路157号附近,114.255107,22.711854,广东省,深圳市,龙岗区,3.5,-1,0755-25518893;0755-25519099,http://store.is.autonavi.com/showpic/7c6ea8bd3cc8151d6289718d74a86b9a,http://aos-cdn-image.amap.com/sns/ugccomment/4892fe18-13c6-42e7-bc38-37178848ef6e.jpg,http://aos-cdn-image.amap.com/sns/ugccomment/98e3d766-58d9-48e7-aa98-007b47f2e81c.jpg
B02F37VQ8D,将石社区公园,风景名胜;公园广场;公园,光明新区,113.89863,22.75566,广东省,深圳市,宝安区,3.7,-1,13728924114,http://store.is.autonavi.com/showpic/e00365f5888bc25d9e0c0e41734ce5da,http://store.is.autonavi.com/showpic/5d28acf4b4e8968ce770a3525276041e,http://store.is.autonavi.com/showpic/5fa3e5357d71d2936d85307ba6f7490f
B02F37VD0M,深圳仙湖植物园沙漠植物区,风景名胜;公园广场;植物园,莲塘仙湖路160号仙湖植物园内,114.179077,22.583638,广东省,深圳市,罗湖区,3.0,45.00,0755-25738430,http://store.is.autonavi.com/showpic/03deee9dc76d5c31833d9f003074bf89,http://store.is.autonavi.com/showpic/cbb994e32ac10a903a53a90511be4241,http://store.is.autonavi.com/showpic/24c5059c286718ec6f3973b1044c5dc8
B02F37SE2X,六约公园,风景名胜;公园广场;公园,礼耕路49号(六约展鹏幼儿园对面),114.187713,22.635226,广东省,深圳市,龙岗区,3.0,-1,0755-28504256;13434713568,http://store.is.autonavi.com/showpic/4d69b51a9508b935a0b55fa4f31f2547,http://store.is.autonavi.com/showpic/41faaaab393a46a48c8fb96a9be954ee,http://store.is.autonavi.com/showpic/fc7b737715d7570e82b4cf4e18f97a3f
B02F37VFK7,沙河集团新塘公园,风景名胜;公园广场;公园,新塘街24号,113.966621,22.546987,广东省,深圳市,南山区,3.7,-1,0755-25360066,http://store.is.autonavi.com/showpic/c4d30eaa11f5ecc976ef4a5b76e0f88e,http://store.is.autonavi.com/showpic/bf309f27b8b4b52d4baf36b13a1d71a0,http://store.is.autonavi.com/showpic/f0422b61bac854cecacdc5c7ac942377
B02F38JML4,桥头社区公园,风景名胜;公园广场;公园,福永桥头村,113.807132,22.687667,广东省,深圳市,宝安区,3.0,20.00,0755-83107902,http://store.is.autonavi.com/showpic/2709c30c235f8c5b9a9196cfa118b487,http://store.is.autonavi.com/showpic/181e7179295050eecb854d1004d50a38,http://store.is.autonavi.com/showpic/5704a6a03c1554c508d159f9163ecdae
B02F37U6J9,天后古庙,风景名胜;风景名胜;寺庙道观,赤湾六路9号,114.530404,22.556237,广东省,深圳市,龙岗区,3.0,15.00,0755-26853219,http://store.is.autonavi.com/showpic/3c043fdadb94d1006376e76c31a0fc77,http://store.is.autonavi.com/showpic/222bcaf074581511da31f208ae5a0910,http://store.is.autonavi.com/showpic/b278a65c413397b0cf8e8b02397c8449
B02F37VFYL,大万世居,风景名胜;风景名胜;风景名胜,坪山街道大万路33号坪坏社区西南的客家村,114.342842,22.681209,广东省,深圳市,坪山区,3.5,15.00,0755-26580698,http://store.is.autonavi.com/showpic/daca25235ab34fee5b7d3572245d8770,http://store.is.autonavi.com/showpic/667b89a94c3ae35ef111d2d05a348863,http://store.is.autonavi.com/showpic/c86f7d5dc92ff5d5a3054358870b1f94
B02F37W1ST,天主堂,风景名胜;风景名胜;教堂,黄麻布路190号,113.866816,22.667894,广东省,深圳市,宝安区,3.2,-1,0755-26403459,http://store.is.autonavi.com/showpic/54cb353a9c6182a411f4287ceec2f97d,http://store.is.autonavi.com/showpic/f579ba0f6b2ff07f33dc1612c2fd2a7b,http://store.is.autonavi.com/showpic/0dc8f0450a3355aa04fb68539093cd4e
B02F37VFIS,石凹公园,风景名胜;公园广场;公园,大浪街道石凹村,113.992202,22.697365,广东省,深圳市,龙华区,3.0,2.00,0755-82973328,http://store.is.autonavi.com/showpic/e42e83416aaf3cb437aaf67ab7e9b564,http://store.is.autonavi.com/showpic/4e50827d58db64d3456c9aba1b09c63d,http://store.is.autonavi.com/showpic/cdf0586854e1cc296c9a19678509d2c0
B02F37VWJ7,市民中心广场管理处,风景名胜;公园广场;公园广场,福华一路2,114.059846,22.536987,广东省,深圳市,福田区,3.5,-1,0755-83703231,http://store.is.autonavi.com/showpic/73fe6aed66696ea5fe4f91ffffa04d43,http://store.is.autonavi.com/showpic/740e64a483c4a3a18da30e02e702eb24,http://store.is.autonavi.com/showpic/23c3d54b8e21a4b197481a5ea8f72798
B02F30A224,葵涌公园,风景名胜;公园广场;公园,金业路98号葵星工业城旁边,114.428095,22.628384,广东省,深圳市,龙岗区,3.5,-1,0755-26793619,http://store.is.autonavi.com/showpic/988ddf4ddd5a3dad611fbbb7caf077b2,http://store.is.autonavi.com/showpic/cc7f1d914fbdfac517d5e27e5bad7927,http://store.is.autonavi.com/showpic/bf696e0da588f40b941c0dcc6289d02f
B02F37VJ0E,上村狮山公园,风景名胜;公园广场;公园,公明上村同福裕旭发科技园旁,113.910648,22.795028,广东省,深圳市,宝安区,3.7,20.00,0755-84297960,http://store.is.autonavi.com/showpic/e6e7f0b7405fcbbdc84701518996aba5,http://aos-cdn-image.amap.com/sns/ugccomment/8837a3ee-ed85-4b0f-9edb-b2a92e36885f.jpg,http://aos-cdn-image.amap.com/sns/ugccomment/5379ba90-ec8c-4f1a-b5f1-da53cb1de685.jpg
B02F30AEB3,燕川文化广场,风景名胜;公园广场;城市广场,松岗镇燕川村,113.865191,22.798156,广东省,深圳市,宝安区,3.7,26.00,0755-26666989,http://store.is.autonavi.com/showpic/74fa1553bf6396cd2302359b61f7b8b9,http://store.is.autonavi.com/showpic/559a3abca310b38d66d328e5,http://store.is.autonavi.com/showpic/cbcb20d2ba1cd67561cadee8c2e96bf8
B02F38JR20,坂田文化广场,风景名胜;公园广场;城市广场,坂田杨美社区石背路8号,114.075950,22.635997,广东省,深圳市,龙岗区,4.0,15.00,0755-81557788,http://store.is.autonavi.com/showpic/bf96f32e25bfb0d717cff54de3b5f0a3,http://store.is.autonavi.com/showpic/59eea395e08e1a69f6263f981a4b31f3,http://store.is.autonavi.com/showpic/c8939f98e2fe418079cf863f706bc559
B02F309Q8Q,求水山公园-长征园,风景名胜;风景名胜;风景名胜,南岭村社区求水山公园8号,114.142961,22.597620,广东省,深圳市,龙岗区,3.8,-1,0755-26851350,http://store.is.autonavi.com/showpic/3b38f0a512921b8e7805df78f03a594f,http://store.is.autonavi.com/showpic/9bd77e9c41284ff16591cb043f2e428a,http://store.is.autonavi.com/showpic/6c21a9e50d4981acb0005ad427b6a2da
B02F38MFBO,观澜古寺,风景名胜;风景名胜;寺庙道观,沿河路观澜古墟西南部,114.053642,22.719406,广东省,深圳市,龙华区,3.5,-1,0755-83244645,http://store.is.autonavi.com/showpic/02ca3f1c5eb4d475b9d8c63afaad45e3,http://store.is.autonavi.com/showpic/2160ecc694bcb1171f1c778e2824cdb0,http://store.is.autonavi.com/showpic/e6c472c0aac2fd8883e6cf80be907b4b
B02F309R88,大顶岭公园,风景名胜;公园广场;公园,光明新区光明农场内,113.965199,22.756285,广东省,深圳市,宝安区,3.5,23.00,0755-26611170;0755-26504300,http://store.is.autonavi.com/showpic/4449f85fca93bd4dd12988ae998e4bce,http://store.is.autonavi.com/showpic/bc9ea39a803b9dc7648eb7469c178ddb,http://store.is.autonavi.com/showpic/913217fae222f51b871f57b10f7066ca
B02F37TJC1,石厦杨侯宫,风景名胜;风景名胜;风景名胜,石厦东村299,114.051989,22.522067,广东省,深圳市,福田区,3.5,210.00,0755-25796374;0755-88821234,http://store.is.autonavi.com/showpic/2160ecc694bcb1171f1c778e2824cdb0,http://store.is.autonavi.com/showpic/b1666c52ec92b07c25fcacde4192bc6e,http://store.is.autonavi.com/showpic/85b97f94cca3404dcdbdaf21ad942de6
B02F37WPYL,小南山公园,风景名胜;公园广场;公园,前海路与棉山路交汇处,113.883593,22.485568,广东省,深圳市,南山区,3.0,-1,0755-83595676,http://store.is.autonavi.com/showpic/1d443080d7502357678aac5198af92fe,http://store.is.autonavi.com/showpic/0f3b9b28545d140f9b47b0b05ef21a9d,http://store.is.autonavi.com/showpic/e17d54b9aee3910df2d50608aafab2ca
B0FFFFUT5Y,塘尾牌坊,风景名胜;风景名胜;风景名胜,塘尾社区塘尾路与松白路交汇处西50米路北,113.907233,22.750776,广东省,深圳市,宝安区,4.0,-1,0755-25518893;0755-25519099,http://store.is.autonavi.com/showpic/27a2d4bd757efc01b977da4a52561279,http://aos-cdn-image.amap.com/sns/ugccomment/4892fe18-13c6-42e7-bc38-37178848ef6e.jpg,http://aos-cdn-image.amap.com/sns/ugccomment/98e3d766-58d9-48e7-aa98-007b47f2e81c.jpg
B02F3065WU,假日号游轮,风景名胜;风景名胜;风景名胜,港湾大道6号,113.912897,22.475398,广东省,深圳市,南山区,4.0,-1,13728924114,http://store.is.autonavi.com/showpic/c32f68cb9ee88fcd09eea0e9786950bb,http://store.is.autonavi.com/showpic/527e8ea4b6f48742732cef299c7ea38b,http://store.is.autonavi.com/showpic/bd292f457f9adde5a938b19dd14a7d31
B02F37U6FU,东部华侨城-云海谷体育公园,风景名胜;公园广场;公园,东部华侨城,114.289153,22.629920,广东省,深圳市,盐田区,4.1,45.00,0755-28881111,http://store.is.autonavi.com/showpic/47de2a077e9081faf3df4d3bc66f73b0,http://store.is.autonavi.com/showpic/8e183d328c7106c191f4bb975797cff0,http://store.is.autonavi.com/showpic/5c119f8109226d99704fe8b792775bcf
B0FFFVL9VS,长圳村牌坊,风景名胜;风景名胜相关;旅游景点,光明新区公明镇松白路,113.907659,22.717432,广东省,深圳市,宝安区,3.0,-1,0755-28504256;13434713568,http://store.is.autonavi.com/showpic/4d69b51a9508b935a0b55fa4f31f2547,http://store.is.autonavi.com/showpic/41faaaab393a46a48c8fb96a9be954ee,http://store.is.autonavi.com/showpic/fc7b737715d7570e82b4cf4e18f97a3f
B02F30A6UZ,深圳中心公园管理处,风景名胜;公园广场;公园广场,振华西路1号,114.077463,22.545077,广东省,深圳市,福田区,3.7,-1,0755-25360066,http://store.is.autonavi.com/showpic/8434b7fd336e98a074e63a09492e471c,http://store.is.autonavi.com/showpic/bf309f27b8b4b52d4baf36b13a1d71a0,http://store.is.autonavi.com/showpic/f0422b61bac854cecacdc5c7ac942377
B02F38IQVD,天后古庙(沙埔),风景名胜;风景名胜;寺庙道观,东大路与沙埔村三巷交叉口西北150米,114.528622,22.554892,广东省,深圳市,龙岗区,3.0,20.00,0755-83107902,http://store.is.autonavi.com/showpic/7a795a6668fccd1cd93015f02093c21a,http://store.is.autonavi.com/showpic/181e7179295050eecb854d1004d50a38,http://store.is.autonavi.com/showpic/5704a6a03c1554c508d159f9163ecdae
B02F37VP7V,老坑文化广场,风景名胜;公园广场;城市广场,盘龙路30号,114.359389,22.726517,广东省,深圳市,坪山区,3.7,15.00,0755-26853219,http://store.is.autonavi.com/showpic/297b9b18d625835ce743230f5eeecb10,http://store.is.autonavi.com/showpic/222bcaf074581511da31f208ae5a0910,http://store.is.autonavi.com/showpic/b278a65c413397b0cf8e8b02397c8449
B02F37VN31,东冲社区沙岗公园,风景名胜;公园广场;公园,东涌路北100米,114.581202,22.492298,广东省,深圳市,龙岗区,2.2,15.00,0755-26580698,http://store.is.autonavi.com/showpic/daca25235ab34fee5b7d3572245d8770,http://store.is.autonavi.com/showpic/667b89a94c3ae35ef111d2d05a348863,http://store.is.autonavi.com/showpic/c86f7d5dc92ff5d5a3054358870b1f94
B02F37TRLI,燕晗山郊野公园,风景名胜;公园广场;公园,侨城东街6号,113.986741,22.54081,广东省,深圳市,南山区,3.5,-1,0755-84296108,http://store.is.autonavi.com/showpic/a3f036f4e3afe844f29e6111ad89a0d9,http://store.is.autonavi.com/showpic/9448d0cbff21fd6e411da5ca7e1d65be,http://store.is.autonavi.com/showpic/95bfeb78530f38b347d90e828257ede1
B02F37VUBF,沙嘴文化广场,风景名胜;公园广场;城市广场,沙嘴一坊与沙嘴东路交叉口东50米,114.039656,22.517889,广东省,深圳市,福田区,2.8,2.00,0755-82973328,http://store.is.autonavi.com/showpic/0f4b94d3d6028958ee021f25006489cf,http://store.is.autonavi.com/showpic/6ecc98a0f5eae8cf47ff4e0145611492,http://store.is.autonavi.com/showpic/cdf0586854e1cc296c9a19678509d2c0
B02F38S8E8,深圳东冲沙滩,风景名胜;风景名胜相关;旅游景点,南澳镇东冲村,114.584197,22.489074,广东省,深圳市,龙岗区,4.6,-1,0755-83703231,http://store.is.autonavi.com/showpic/db28e3e816aac524b031c87619b370b3,http://store.is.autonavi.com/showpic/87993651061d5511abd669584febe35b,http://store.is.autonavi.com/showpic/950557815fd8fea1ec1ea1660c6be621
B02F37WML0,怀月张公祠,风景名胜;风景名胜;寺庙道观,湖贝旧村南坊529号,114.124510,22.545354,广东省,深圳市,罗湖区,3.5,-1,0755-26793619,http://store.is.autonavi.com/showpic/2160ecc694bcb1171f1c778e2824cdb0,http://store.is.autonavi.com/showpic/f5ba90fa0d4e2be5823ca76607f4e8e6,http://store.is.autonavi.com/showpic/bf696e0da588f40b941c0dcc6289d02f
B02F30A7LL,沙田文化广场,风景名胜;公园广场;城市广场,坪山新区坑梓沙田村彩田路5号,114.402113,22.758274,广东省,深圳市,坪山区,3.7,20.00,0755-84297960,http://aos-cdn-image.amap.com/sns/ugccomment/d4fc6e5c-7f0a-4b9f-b15f-a51388660bcf.jpg,http://aos-cdn-image.amap.com/sns/ugccomment/8837a3ee-ed85-4b0f-9edb-b2a92e36885f.jpg,http://aos-cdn-image.amap.com/sns/ugccomment/5379ba90-ec8c-4f1a-b5f1-da53cb1de685.jpg
B02F38SSLK,基督教堂,风景名胜;风景名胜;教堂,和平路52号福轩大厦2层,114.039167,22.670192,广东省,深圳市,龙华区,3.7,26.00,0755-26666989,http://store.is.autonavi.com/showpic/6f7be8379229fba83d4e95bea2e397c6,http://store.is.autonavi.com/showpic/559a3abca310b38d66d328e5,http://store.is.autonavi.com/showpic/cbcb20d2ba1cd67561cadee8c2e96bf8
B02F38SSAL,基督教堂,风景名胜;风景名胜;教堂,桃园路287号2层,113.912986,22.531814,广东省,深圳市,南山区,3.7,15.00,18665910991,http://store.is.autonavi.com/showpic/7fe6e3e8faaf4b7b745c3075809e3c29,http://store.is.autonavi.com/showpic/dd597f358b51312b561773fd7689b8e6,http://store.is.autonavi.com/showpic/d6cbdc55cb93e7fe4877807b9e483d32
B02F37TIXQ,上梅林文体公园,风景名胜;公园广场;公园,梅秀路与梅林路交界处,114.049448,22.567336,广东省,深圳市,福田区,3.5,-1,0755-26851350,http://store.is.autonavi.com/showpic/beac2a8e304acd0954143a08a1dc2b06,http://store.is.autonavi.com/showpic/b9e1f20563a721b298a753d53d75e37d,http://store.is.autonavi.com/showpic/55acb4c6a310a084c90ecb0b
B02F38SWX3,深圳市中心区中轴线北中轴乐园,风景名胜;公园广场;城市广场,鹏程三路附近,114.058467,22.547580,广东省,深圳市,福田区,3.5,-1,0755-83244645,http://store.is.autonavi.com/showpic/02ca3f1c5eb4d475b9d8c63afaad45e3,http://store.is.autonavi.com/showpic/2160ecc694bcb1171f1c778e2824cdb0,http://store.is.autonavi.com/showpic/e6c472c0aac2fd8883e6cf80be907b4b
B02F38OXYB,莲花山公园风筝广场,风景名胜;公园广场;城市广场,红荔路与鹏程四路交叉口西北200米,114.059910,22.549422,广东省,深圳市,福田区,2.7,23.00,0755-26611170;0755-26504300,http://store.is.autonavi.com/showpic/6da50d4db88d170bc547b35311b2acdf,http://store.is.autonavi.com/showpic/f97ffb06b6eb1df39ac665a2b93bf605,http://store.is.autonavi.com/showpic/56472f3fd2fcfa1d9e3e6bbf2ef79e0d
B02F38K4G7,竹林社区文化广场,风景名胜;公园广场;城市广场,益华路与竹子林六路交叉口西北200米,114.010962,22.537151,广东省,深圳市,福田区,3.5,210.00,0755-25796374;0755-88821234,http://store.is.autonavi.com/showpic/583471d51b94618161c75816b7731aae,http://store.is.autonavi.com/showpic/b1666c52ec92b07c25fcacde4192bc6e,http://store.is.autonavi.com/showpic/85b97f94cca3404dcdbdaf21ad942de6
B02F38IYW4,华侨城湿地公园,风景名胜;公园广场;公园,白石路8号,113.992509,22.527865,广东省,深圳市,南山区,4.0,-1,0755-86122899,http://store.is.autonavi.com/showpic/9e2cd8f73f2b0160f5390da0bfabcdbe,http://store.is.autonavi.com/showpic/95035c56a1b18c9489f4f6e223cdf789,http://store.is.autonavi.com/showpic/d605fa3e0df6552ce6e3877830ae2a98
B02F37VMBE,新木体育公园,风景名胜;公园广场;公园,新木路65-4号,114.139675,22.663379,广东省,深圳市,龙岗区,3.7,-1,0755-25518893;0755-25519099,http://store.is.autonavi.com/showpic/09156d4794adeeef12d5929977db8d4f,http://aos-cdn-image.amap.com/sns/ugccomment/4892fe18-13c6-42e7-bc38-37178848ef6e.jpg,http://aos-cdn-image.amap.com/sns/ugccomment/98e3d766-58d9-48e7-aa98-007b47f2e81c.jpg
B02F38JKLM,深圳生态养生园,风景名胜;风景名胜;风景名胜,洲石公路,113.905789,22.669400,广东省,深圳市,宝安区,3.5,-1,13728924114,http://store.is.autonavi.com/showpic/69b8f6abbc6dbc8ce62a8b685f25c2a0,http://store.is.autonavi.com/showpic/3d2181a90d1ec2eee6354d2f91673966,http://store.is.autonavi.com/showpic/a40adcabece3a4a6ba62230bcd4a750f
B02F38J0Q1,深圳湾公园北湾鹭港,风景名胜;公园广场;公园,滨海大道与滨海沙河东立交桥交叉口南100米,113.963135,22.519032,广东省,深圳市,南山区,4.5,45.00,0755-28881111,http://store.is.autonavi.com/showpic/da933017ed7afd675334280a6cf8cb27,http://store.is.autonavi.com/showpic/2e7ab96489c574e97ef54b192193ab98,http://store.is.autonavi.com/showpic/18f2784ee5bbd6ab694f6bad9e76d9ef
B02F37VMDO,大龙园,风景名胜;风景名胜;风景名胜,新平村319号,114.173918,22.594492,广东省,深圳市,罗湖区,3.0,-1,0755-28504256;13434713568,http://aos-cdn-image.amap.com/sns/ugccomment/fe59c29d-0342-423e-95ca-49f065aa2d25.jpg,http://store.is.autonavi.com/showpic/41faaaab393a46a48c8fb96a9be954ee,http://store.is.autonavi.com/showpic/fc7b737715d7570e82b4cf4e18f97a3f
B0FFFVL7F0,罗芳村牌坊,风景名胜;风景名胜相关;旅游景点,延芳路罗芳村,114.152446,22.541308,广东省,深圳市,罗湖区,3.7,-1,0755-25360066,http://store.is.autonavi.com/showpic/8434b7fd336e98a074e63a09492e471c,http://store.is.autonavi.com/showpic/bf309f27b8b4b52d4baf36b13a1d71a0,http://store.is.autonavi.com/showpic/f0422b61bac854cecacdc5c7ac942377
B02F37UF7Q,天主教深圳圣保堂,风景名胜;风景名胜;教堂,南头古城兴明北街31号,113.922497,22.544744,广东省,深圳市,南山区,3.0,20.00,0755-26611334,http://store.is.autonavi.com/showpic/3964ee4a41dfcfac0ef6555410bbd7aa,http://store.is.autonavi.com/showpic/baaae72d7965a27401f68abf087fe78e,http://aos-cdn-image.amap.com/sns/ugccomment/78c70e96-6bcc-4100-a172-6d4d570eff88.jpg
B02F37VJ4B,朗下广场,风景名胜;公园广场;城市广场,松岗街道朗下村,113.822804,22.774663,广东省,深圳市,宝安区,1.0,15.00,0755-26853219,http://store.is.autonavi.com/showpic/a0eeee074c51f1a059c7ebc135f8189b,http://store.is.autonavi.com/showpic/5a5bc1b6c14d35cc9027ad773f519052,http://store.is.autonavi.com/showpic/a5dd4c0032d9d654e1dac9c46da04eb7
B02F37WPDQ,新洲文化广场,风景名胜;公园广场;城市广场,深南大道6006号,114.045921,22.521929,广东省,深圳市,福田区,3.5,15.00,0755-83400922,http://store.is.autonavi.com/showpic/c8e77bfb182f1988745a3921f68b19a9,http://store.is.autonavi.com/showpic/89aec7725f0edab3ee4872a056eadfb9,http://store.is.autonavi.com/showpic/119d54ea835b238107ffca639a82abd3
B02F309PK4,碧头工业区文化广场,风景名胜;公园广场;城市广场,松岗碧头第三工业区,113.805066,22.779191,广东省,深圳市,宝安区,3.7,-1,0755-84296108,http://store.is.autonavi.com/showpic/6ae22997e0facf83f62c631ed9f5b822,http://store.is.autonavi.com/showpic/9448d0cbff21fd6e411da5ca7e1d65be,http://store.is.autonavi.com/showpic/95bfeb78530f38b347d90e828257ede1
B02F37VKUJ,中国文化名人大营救纪念馆,风景名胜;风景名胜;纪念馆,白石龙老村1号,114.036644,22.605707,广东省,深圳市,龙华区,3.5,2.00,0755-28153458,http://store.is.autonavi.com/showpic/50c33373ad82997ac1c469b95ac34e54,http://store.is.autonavi.com/showpic/dbbb0c06d9b1e5d367bc7fb081126c2d,http://store.is.autonavi.com/showpic/1804525b4a5327b41123fa65da726e10
B02F37VQ97,玉律广场,风景名胜;公园广场;城市广场,公明镇玉律村,113.893977,22.716411,广东省,深圳市,宝安区,2.5,-1,0755-83703231,http://store.is.autonavi.com/showpic/bf396a87ea528c14fbb6200cd124669a,http://store.is.autonavi.com/showpic/4ab3e507d986ac1a5a394a312770723f,http://store.is.autonavi.com/showpic/6d5b7dbc01ad746172faf9c60db21f64
B02F30014F,横岗人民公园,风景名胜;公园广场;公园,龙岗大道横岗段5014号,114.209266,22.646691,广东省,深圳市,龙岗区,3.5,-1,0755-26793619,http://store.is.autonavi.com/showpic/5fd71fe2eefb8df26c00a1cecac3a81a,http://store.is.autonavi.com/showpic/c358ed548271e94422e10c632169f1bd,http://store.is.autonavi.com/showpic/7025b4fad0b0072dbf71c7d94b21f109
